Latency_ms,Packet_Loss_pct,Jitter_ms,Optical_RX_dBm,CRC_Errors,Interface_Status,CPU_Usage_pct,SNMP_Timeout,Hop_Count,Fault_Label,Fault_Category
62.6,3.7,7.6,-24.5,19,1,69.3,0,8,Healthy,
999.0,100.0,13.8,-35.4,99,0,74.7,0,3,Fiber_Cut,Hardware
146.1,2.6,10.1,-22.7,36,1,42.5,0,9,Healthy,
999.0,100.0,14.2,-36.1,56,0,68.2,1,2,Fiber_Cut,Hardware
45.6,3.7,7.8,-23.9,74,1,82.2,0,2,Healthy,
144.0,4.6,23.9,-21.9,90,1,40.1,0,2,Healthy,
192.8,7.0,17.8,-24.5,90,1,76.9,0,9,Transport_Failure_MPLS,Software
357.5,9.5,8.4,-27.5,34,0,81.4,1,2,Congestion,Software
999.0,100.0,8.2,-43.8,27,0,76.0,1,8,Fiber_Cut,Hardware
34.0,2.0,15.5,-28.7,148,0,60.0,1,9,OLT_Failure,Hardware
137.2,2.0,12.1,-20.3,81,1,84.3,0,8,Healthy,
999.0,100.0,17.1,-40.5,84,0,42.5,1,5,Fiber_Cut,Hardware
40.0,1.2,5.1,-27.3,96,1,74.4,0,9,Healthy,
141.5,3.1,10.0,-29.3,97,1,40.9,0,4,Healthy,
52.8,1.2,13.1,-27.0,227,0,82.5,1,3,OLT_Failure,Hardware
190.0,7.9,12.7,-22.8,32,1,67.4,1,4,Transport_Failure_MPLS,Software
56.5,2.8,14.6,-27.7,91,1,75.9,0,6,Healthy,
87.1,4.3,8.9,-23.9,40,1,43.1,0,5,Healthy,
268.2,9.1,5.4,-21.1,99,0,59.1,0,5,Transport_Failure_MPLS,Software
999.0,100.0,14.0,-38.4,41,0,67.4,1,4,Fiber_Cut,Hardware
273.0,12.2,23.8,-23.2,63,0,95.4,1,4,Congestion,Software
69.5,3.5,9.7,-35.3,229,0,43.5,1,2,OLT_Failure,Hardware
42.9,3.1,7.1,-30.2,136,1,83.0,1,9,OLT_Failure,Hardware
335.8,13.5,14.4,-29.4,41,1,99.8,0,2,Congestion,Software
84.8,1.1,16.5,-25.3,51,1,52.9,0,4,Healthy,
999.0,100.0,15.1,-43.2,73,0,46.6,1,8,Fiber_Cut,Hardware
61.8,4.1,21.1,-29.8,277,0,67.8,1,6,OLT_Failure,Hardware
117.1,2.5,5.3,-23.4,42,1,43.4,0,3,Healthy,
106.0,4.6,17.3,-22.8,36,1,80.7,0,5,Healthy,
148.9,3.2,12.7,-26.3,53,1,46.6,0,9,Healthy,
300.3,7.6,13.2,-26.7,90,0,84.8,1,9,Congestion,Software
132.5,4.7,21.9,-22.3,75,1,69.3,0,6,Healthy,
122.7,2.1,9.5,-29.6,70,1,82.4,0,3,Healthy,
999.0,100.0,11.9,-39.1,26,0,69.1,1,3,Fiber_Cut,Hardware
121.2,4.7,17.9,-20.4,32,1,84.7,0,2,Healthy,
128.9,2.4,13.7,-29.4,193,0,59.3,1,3,OLT_Failure,Hardware
149.2,1.3,22.4,-24.1,90,1,51.7,0,4,Healthy,
125.2,4.2,19.6,-30.0,164,0,78.4,0,6,OLT_Failure,Hardware
999.0,100.0,23.5,-37.1,41,0,84.7,1,5,Fiber_Cut,Hardware
97.7,8.5,14.5,-29.3,10,1,89.5,1,3,Congestion,Software
132.9,10.4,17.6,-23.9,16,1,61.3,1,2,Congestion,Software
49.9,3.5,9.8,-22.6,42,1,65.3,0,6,Healthy,None
83.1,2.3,10.8,-23.7,20,1,50.7,0,4,Healthy,None
128.9,11.0,9.5,-24.3,27,1,69.5,1,6,Congestion,Software
88.5,3.6,11.9,-22.2,27,1,69.8,0,7,Healthy,None
127.3,12.1,5.5,-22.0,10,1,63.8,0,5,Transport_Failure_MPLS,Software
89.8,4.4,19.8,-32.1,44,1,42.5,1,6,OLT_Failure,Hardware
150.0,7.8,11.0,-27.6,27,1,59.0,1,6,Transport_Failure_MPLS,Software
89.7,11.9,6.6,-29.9,31,1,62.9,1,2,Congestion,Software
66.3,1.8,16.5,-23.8,44,1,70.5,0,7,Healthy,None
61.6,1.8,18.7,-28.5,49,1,77.9,0,2,Healthy,None
84.1,2.4,6.6,-27.2,14,1,60.9,0,7,Healthy,None
89.0,8.7,15.9,-25.2,34,1,76.6,1,7,Congestion,Software
66.5,3.6,15.0,-26.9,41,1,70.3,0,2,Healthy,None
48.5,2.4,17.6,-24.5,32,1,47.6,0,6,Healthy,None
0.0,100.0,9.4,-39.7,11,0,63.0,1,3,Fiber_Cut,Hardware
72.3,4.2,13.7,-21.1,17,1,68.9,0,7,Healthy,None
137.2,9.8,5.7,-22.9,26,1,57.9,1,7,Transport_Failure_MPLS,Software
89.5,9.4,11.8,-24.8,30,0,61.4,0,4,Congestion,Software
0.0,100.0,9.5,-37.9,42,0,61.9,0,2,Fiber_Cut,Hardware
94.6,1.5,7.1,-25.6,28,1,59.2,0,4,Healthy,None
46.2,2.4,10.6,-32.0,55,0,41.2,0,4,OLT_Failure,Hardware
93.5,2.6,7.8,-26.7,31,1,51.6,0,6,Healthy,None
0.0,100.0,9.7,-35.5,18,0,43.8,0,5,Fiber_Cut,Hardware
35.5,4.4,11.9,-28.8,49,1,70.1,0,2,Healthy,None
41.3,1.1,9.9,-28.1,84,0,54.7,0,4,OLT_Failure,Hardware
79.9,2.4,10.0,-28.9,30,1,65.4,0,4,Healthy,None
146.1,7.8,5.7,-23.4,15,0,79.6,0,3,Transport_Failure_MPLS,Software
39.7,2.0,5.0,-25.0,36,1,42.6,0,3,Healthy,None
48.7,1.8,11.4,-32.7,93,0,50.6,1,7,OLT_Failure,Hardware
83.9,3.8,13.7,-22.7,36,1,73.1,0,7,Healthy,None
0.0,100.0,13.7,-35.0,24,0,79.2,1,7,Fiber_Cut,Hardware
69.0,2.5,5.0,-27.7,88,1,41.7,1,6,OLT_Failure,Hardware
87.9,11.8,11.0,-23.4,13,0,75.3,1,4,Congestion,Software
143.2,10.4,15.0,-29.5,49,1,61.1,1,3,Transport_Failure_MPLS,Software
0.0,100.0,8.2,-37.0,31,0,78.2,1,7,Fiber_Cut,Hardware
96.5,11.5,16.9,-26.9,47,0,64.9,0,4,Congestion,Software
98.1,3.1,13.5,-25.3,37,1,55.2,0,5,Healthy,None
91.4,2.3,5.1,-21.4,14,1,59.9,0,5,Healthy,None
58.3,2.8,7.0,-22.9,12,1,63.6,0,5,Healthy,None
62.6,2.4,6.1,-20.2,33,1,61.7,0,6,Healthy,None
122.0,11.3,13.6,-23.6,33,1,93.2,0,3,Congestion,Software
74.4,4.2,5.8,-28.3,33,1,52.0,0,4,Healthy,None
135.3,5.6,8.9,-24.5,41,1,54.8,0,3,Transport_Failure_MPLS,Software
35.0,3.7,6.6,-32.1,71,0,74.9,0,5,OLT_Failure,Hardware
0.0,100.0,10.4,-38.5,16,0,59.8,1,5,Fiber_Cut,Hardware
42.0,4.7,14.2,-26.4,58,1,58.4,1,4,OLT_Failure,Hardware
35.4,2.8,10.9,-36.4,90,0,53.7,1,5,OLT_Failure,Hardware
52.3,2.6,9.3,-23.5,34,1,79.9,0,5,Healthy,None
125.3,9.4,15.9,-24.1,47,1,72.0,1,6,Congestion,Software
82.6,2.8,14.0,-22.8,45,1,58.9,0,3,Healthy,None
79.1,6.2,6.8,-24.0,35,0,79.1,0,3,Transport_Failure_MPLS,Software
83.8,3.2,16.9,-35.8,43,0,80.0,1,5,OLT_Failure,Hardware
53.3,3.6,6.9,-23.3,29,1,68.6,0,2,Healthy,None
99.6,2.4,8.8,-33.3,65,1,63.8,1,6,OLT_Failure,Hardware
48.6,4.0,11.6,-29.5,40,1,58.7,0,3,Healthy,None
49.9,3.2,20.0,-25.6,23,1,60.5,0,7,Healthy,None
37.0,3.9,5.9,-21.2,41,1,64.4,0,5,Healthy,None
37.5,4.6,19.2,-26.2,90,0,53.4,1,6,OLT_Failure,Hardware
60.1,5.0,12.6,-21.6,46,1,55.6,0,2,Healthy,None
33.1,2.7,14.2,-24.2,48,1,77.1,0,3,Healthy,None
113.5,5.3,8.6,-23.0,48,0,48.0,1,3,Transport_Failure_MPLS,Software
38.0,2.2,17.6,-26.7,38,0,59.2,0,7,OLT_Failure,Hardware
0.0,100.0,8.8,-37.1,20,0,71.0,1,3,Fiber_Cut,Hardware
150.0,10.4,7.7,-26.4,44,1,50.4,1,3,Transport_Failure_MPLS,Software
127.0,11.1,17.1,-29.3,15,1,75.9,1,4,Transport_Failure_MPLS,Software
35.7,2.7,8.0,-24.4,37,1,57.8,0,5,Healthy,None
0.0,100.0,10.6,-38.5,23,0,61.6,1,7,Fiber_Cut,Hardware
32.7,3.3,5.2,-35.2,89,0,47.1,1,3,OLT_Failure,Hardware
0.0,100.0,6.3,-36.9,13,0,68.3,1,7,Fiber_Cut,Hardware
111.5,8.8,7.1,-29.4,34,1,79.9,1,5,Transport_Failure_MPLS,Software
72.9,5.0,17.7,-35.9,48,0,60.8,1,6,OLT_Failure,Hardware
33.7,1.4,11.7,-21.2,49,1,65.5,0,3,Healthy,None
0.0,100.0,17.7,-35.5,34,0,54.8,1,3,Fiber_Cut,Hardware
46.3,4.6,7.4,-23.8,35,1,47.8,0,2,Healthy,None
75.8,2.9,11.2,-27.6,34,1,46.8,0,2,Healthy,None
74.9,2.5,19.6,-22.5,36,1,41.2,0,2,Healthy,None
0.0,100.0,17.7,-37.1,21,0,78.8,1,7,Fiber_Cut,Hardware
66.1,2.6,5.1,-28.2,57,0,48.0,1,6,OLT_Failure,Hardware
49.5,4.4,11.2,-28.6,14,1,49.7,0,5,Healthy,None
63.9,5.0,6.6,-22.9,18,1,59.9,0,4,Healthy,None
97.1,9.3,5.1,-25.3,14,0,92.0,1,3,Congestion,Software
150.0,9.5,15.9,-22.4,42,1,70.3,1,7,Transport_Failure_MPLS,Software
58.8,4.9,19.0,-21.0,12,1,58.8,0,5,Healthy,None
78.9,4.5,10.3,-27.1,49,1,48.5,0,2,Healthy,None
110.1,8.7,16.0,-21.3,29,0,46.9,0,7,Transport_Failure_MPLS,Software
141.0,11.7,5.5,-27.4,37,0,56.7,1,7,Congestion,Software
0.0,100.0,19.3,-36.3,45,0,72.7,1,7,Fiber_Cut,Hardware
36.7,3.6,17.5,-21.2,12,1,47.7,0,3,Healthy,None
76.4,2.5,7.5,-20.2,28,1,47.2,0,4,Healthy,None
125.5,10.7,14.7,-22.7,32,1,71.1,0,7,Congestion,Software
78.6,5.0,16.3,-23.4,10,1,73.3,0,6,Healthy,None
63.9,4.3,12.6,-34.3,59,0,52.3,1,2,OLT_Failure,Hardware
37.9,3.9,8.5,-26.1,25,1,74.9,0,2,Healthy,None
72.7,1.5,7.6,-29.7,33,1,66.7,0,3,Healthy,None
49.7,3.1,10.1,-24.7,11,1,78.9,0,3,Healthy,None
92.7,11.3,11.8,-24.2,40,1,57.7,1,2,Transport_Failure_MPLS,Software
59.7,2.5,8.7,-22.5,17,1,55.6,0,3,Healthy,None
150.0,4.7,7.2,-20.9,24,1,61.1,0,3,Transport_Failure_MPLS,Software
95.1,3.0,17.7,-28.1,72,0,58.0,0,3,OLT_Failure,Hardware
63.2,4.7,8.0,-35.8,57,1,56.6,0,2,OLT_Failure,Hardware
150.0,7.1,6.8,-26.0,24,1,75.4,1,6,Transport_Failure_MPLS,Software
77.8,3.2,17.8,-23.5,20,1,72.3,0,3,Healthy,None
136.9,10.8,6.5,-28.4,32,0,47.7,1,2,Transport_Failure_MPLS,Software
91.9,3.3,19.4,-26.9,23,1,48.7,0,7,Healthy,None
127.5,8.0,17.2,-27.5,25,1,57.5,0,7,Congestion,Software
96.7,9.6,16.3,-26.3,32,1,92.1,1,6,Congestion,Software
49.9,5.0,8.4,-25.3,33,1,55.0,0,5,Healthy,None
56.6,4.4,11.6,-20.7,23,1,60.2,0,7,Healthy,None
139.7,8.9,14.9,-26.4,37,0,54.4,0,3,Congestion,Software
0.0,100.0,9.6,-39.7,31,0,76.3,1,3,Fiber_Cut,Hardware
68.0,4.1,11.1,-29.9,36,1,78.1,0,7,Healthy,None
70.8,3.6,12.1,-22.0,35,1,60.0,0,4,Healthy,None
72.6,1.6,17.1,-20.2,20,1,47.4,0,5,Healthy,None
96.8,2.5,15.9,-20.6,48,1,64.9,0,6,Healthy,None
80.6,4.8,18.6,-25.4,16,1,66.6,0,3,Healthy,None
0.0,100.0,10.9,-39.7,19,0,57.3,0,7,Fiber_Cut,Hardware
77.8,3.1,18.0,-29.5,20,1,77.1,0,6,Healthy,None
120.3,7.1,10.3,-20.2,32,0,78.5,1,6,Transport_Failure_MPLS,Software
85.9,13.0,16.3,-20.3,43,0,59.9,0,7,Congestion,Software
0.0,100.0,15.5,-36.5,29,0,62.4,1,4,Fiber_Cut,Hardware
81.6,1.7,9.5,-22.5,48,1,41.7,0,5,Healthy,None
92.7,13.6,11.2,-23.6,32,0,83.0,1,3,Congestion,Software
113.0,8.2,14.8,-27.8,47,1,41.3,1,4,Transport_Failure_MPLS,Software
79.5,1.2,16.5,-29.1,19,1,42.2,0,7,Healthy,None
42.1,4.5,13.1,-23.1,31,1,67.7,0,4,Healthy,None
88.5,3.1,18.6,-28.3,23,1,67.6,0,5,Healthy,None
98.7,2.8,19.8,-28.7,76,0,43.3,1,2,OLT_Failure,Hardware
0.0,100.0,17.0,-37.9,45,0,49.5,1,5,Fiber_Cut,Hardware
86.6,4.8,17.4,-33.2,42,0,60.1,0,2,OLT_Failure,Hardware
50.5,2.0,18.6,-31.9,68,0,44.9,0,5,OLT_Failure,Hardware
0.0,100.0,11.0,-39.4,23,0,64.3,1,7,Fiber_Cut,Hardware
77.4,3.6,5.5,-29.6,66,1,60.9,1,3,OLT_Failure,Hardware
141.7,11.7,11.9,-22.7,22,0,70.5,1,4,Congestion,Software
0.0,100.0,10.8,-37.3,48,0,66.4,0,5,Fiber_Cut,Hardware
76.9,1.2,13.2,-28.4,40,1,52.0,0,5,Healthy,None
82.0,2.4,7.0,-26.1,23,1,65.9,0,5,Healthy,None
81.5,2.4,16.2,-23.2,44,1,53.4,0,6,Healthy,None
0.0,100.0,7.6,-39.4,24,0,65.7,1,6,Fiber_Cut,Hardware
65.2,2.0,8.8,-21.4,27,1,41.1,0,5,Healthy,None
135.3,9.6,19.7,-28.7,34,1,71.2,1,4,Congestion,Software
150.0,7.8,18.6,-25.9,36,1,55.5,1,7,Transport_Failure_MPLS,Software
150.0,7.9,13.7,-26.8,27,1,78.6,1,2,Congestion,Software
32.9,2.0,17.5,-29.0,16,1,73.6,0,7,Healthy,None
84.0,4.7,17.3,-25.7,14,1,44.4,0,5,Healthy,None
123.2,8.6,19.2,-24.4,36,1,91.1,0,3,Congestion,Software
92.8,2.0,12.4,-20.9,10,1,48.7,0,7,Healthy,None
30.8,4.9,5.6,-34.2,85,0,53.4,1,4,OLT_Failure,Hardware
147.8,13.4,10.2,-21.5,35,1,77.4,1,6,Congestion,Software
88.2,10.8,7.9,-23.2,20,1,94.0,0,3,Congestion,Software
0.0,100.0,8.0,-39.6,37,0,74.0,0,6,Fiber_Cut,Hardware
116.0,9.6,16.0,-26.9,30,1,75.0,1,7,Transport_Failure_MPLS,Software
0.0,100.0,7.3,-38.4,30,0,58.6,1,5,Fiber_Cut,Hardware
36.7,4.2,19.0,-30.5,63,1,56.8,0,3,OLT_Failure,Hardware
89.8,7.3,10.2,-26.3,10,0,76.5,0,2,Congestion,Software
51.8,2.4,15.6,-26.7,22,1,61.5,0,7,Healthy,None
80.3,1.5,12.0,-22.9,32,1,56.2,0,4,Healthy,None
67.3,4.9,6.7,-34.0,56,0,77.4,1,7,OLT_Failure,Hardware
39.7,1.1,12.3,-26.3,48,1,66.3,0,5,Healthy,None
0.0,100.0,15.1,-36.9,17,0,44.1,1,2,Fiber_Cut,Hardware
60.5,3.5,7.5,-28.3,44,1,45.8,0,5,Healthy,None
128.2,12.3,18.0,-22.9,24,0,77.0,0,3,Congestion,Software
150.0,6.9,12.6,-28.4,16,0,48.2,1,7,Transport_Failure_MPLS,Software
69.6,2.5,9.8,-33.4,63,0,60.0,0,2,OLT_Failure,Hardware
62.7,1.9,16.5,-24.5,11,1,59.0,0,5,Healthy,None
0.0,100.0,18.8,-36.7,41,0,66.2,0,3,Fiber_Cut,Hardware
119.8,10.0,10.3,-29.1,33,1,40.3,1,6,Transport_Failure_MPLS,Software
133.2,13.3,14.6,-25.9,14,1,63.3,1,2,Congestion,Software
138.9,9.5,7.2,-22.6,27,0,93.2,1,3,Congestion,Software
46.2,4.0,18.0,-32.4,50,0,66.9,1,3,OLT_Failure,Hardware
0.0,100.0,10.3,-36.8,34,0,51.2,1,4,Fiber_Cut,Hardware
100.5,7.1,16.5,-29.7,16,0,57.3,1,2,Congestion,Software
0.0,100.0,16.6,-37.5,30,0,42.3,0,3,Fiber_Cut,Hardware
127.9,11.1,10.7,-20.1,43,0,63.1,1,3,Congestion,Software
97.1,6.5,13.3,-26.4,13,0,55.7,1,3,Transport_Failure_MPLS,Software
58.8,3.4,7.0,-27.3,25,1,43.4,0,2,Healthy,None
58.9,4.7,10.7,-26.1,49,1,48.9,0,4,Healthy,None
45.4,3.7,8.8,-26.4,45,1,76.7,0,4,Healthy,None
68.6,2.0,5.8,-25.0,70,0,72.0,1,6,OLT_Failure,Hardware
99.3,10.3,8.2,-20.4,12,0,76.9,0,6,Congestion,Software
51.0,1.9,16.4,-28.2,64,0,48.3,1,6,OLT_Failure,Hardware
50.0,3.7,9.3,-27.8,30,1,76.3,0,2,Healthy,None
40.7,4.9,9.2,-23.4,35,1,65.6,0,7,Healthy,None
75.9,2.2,9.3,-26.5,17,1,63.3,0,3,Healthy,None
100.4,7.5,9.4,-20.9,16,1,87.3,0,2,Congestion,Software
74.2,1.1,15.6,-28.0,37,1,65.5,0,5,Healthy,None
99.0,1.5,8.1,-20.8,14,1,69.6,0,5,Healthy,None
61.6,4.3,10.3,-25.9,36,1,53.8,0,7,Healthy,None
98.5,1.3,14.4,-20.7,29,1,65.4,0,6,Healthy,None
42.8,2.0,19.8,-29.3,96,0,74.2,1,5,OLT_Failure,Hardware
150.0,12.6,9.6,-27.0,49,0,72.0,1,3,Transport_Failure_MPLS,Software
150.0,8.2,16.2,-20.6,20,1,70.5,1,2,Transport_Failure_MPLS,Software
0.0,100.0,10.2,-36.0,27,0,65.5,1,5,Fiber_Cut,Hardware
125.2,4.5,6.6,-22.3,42,1,53.0,1,7,Transport_Failure_MPLS,Software
133.1,12.4,15.6,-29.2,18,0,71.5,1,2,Congestion,Software
92.9,3.1,6.8,-26.3,28,1,77.5,0,6,Healthy,None
0.0,100.0,5.2,-36.8,46,0,57.0,1,6,Fiber_Cut,Hardware
0.0,100.0,19.4,-36.8,45,0,78.4,1,5,Fiber_Cut,Hardware
0.0,100.0,15.3,-37.4,10,0,59.8,1,7,Fiber_Cut,Hardware
136.7,9.9,16.6,-22.6,17,0,93.1,0,2,Congestion,Software
105.9,8.7,9.3,-21.8,10,1,40.6,0,2,Transport_Failure_MPLS,Software
47.2,3.8,10.7,-29.7,22,1,51.1,0,5,Healthy,None
86.6,1.5,8.3,-30.1,85,0,44.1,1,7,OLT_Failure,Hardware
53.9,2.9,12.0,-29.9,69,0,70.0,1,4,OLT_Failure,Hardware
63.6,2.7,16.0,-25.2,33,1,70.0,0,5,Healthy,None
91.4,4.8,17.0,-34.5,47,0,45.3,1,3,OLT_Failure,Hardware
54.3,5.0,11.8,-36.4,31,0,41.0,1,6,OLT_Failure,Hardware
119.1,10.7,10.5,-23.9,49,1,76.4,1,4,Transport_Failure_MPLS,Software
99.9,10.5,15.0,-24.7,28,0,62.8,1,2,Transport_Failure_MPLS,Software
94.6,2.7,18.9,-36.0,41,0,60.6,1,5,OLT_Failure,Hardware
48.1,1.3,7.0,-32.0,84,0,59.9,1,3,OLT_Failure,Hardware
0.0,100.0,15.3,-36.8,25,0,64.1,0,5,Fiber_Cut,Hardware
44.9,1.1,16.1,-24.9,68,0,44.0,1,6,OLT_Failure,Hardware
71.8,2.7,5.2,-28.0,45,1,69.8,0,4,Healthy,None
45.8,3.1,17.6,-26.1,39,1,45.0,0,7,Healthy,None
112.2,10.4,11.6,-23.5,48,1,56.6,0,3,Congestion,Software
51.4,4.8,17.7,-29.0,35,1,51.5,0,5,Healthy,None
38.3,2.3,16.5,-28.0,46,1,75.0,0,6,Healthy,None
84.8,4.7,16.0,-24.6,47,1,65.1,0,7,Healthy,None
76.3,4.4,19.9,-21.3,38,1,78.9,0,4,Healthy,None
47.6,1.3,15.2,-28.4,26,1,67.8,0,6,Healthy,None
76.9,1.4,12.2,-21.0,20,1,78.2,0,4,Healthy,None
72.7,1.9,15.6,-22.2,47,1,54.7,0,6,Healthy,None
59.4,2.0,6.5,-23.8,11,1,52.9,0,3,Healthy,None
0.0,100.0,9.0,-37.8,37,0,64.7,1,7,Fiber_Cut,Hardware
147.0,6.2,5.9,-27.9,43,1,63.1,0,7,Transport_Failure_MPLS,Software
39.6,1.4,9.5,-21.8,40,1,79.9,0,7,Healthy,None
106.8,7.1,8.3,-22.8,17,0,57.2,1,7,Transport_Failure_MPLS,Software
67.0,2.5,6.1,-24.1,44,1,57.1,0,5,Healthy,None
94.0,1.8,18.9,-20.3,49,1,63.7,0,7,Healthy,None
121.1,12.1,16.6,-21.9,33,0,56.1,1,7,Congestion,Software
0.0,100.0,6.9,-36.8,17,0,42.6,1,6,Fiber_Cut,Hardware
46.2,4.6,6.9,-30.0,22,1,69.0,0,3,Healthy,None
64.1,2.8,17.2,-33.5,81,0,67.5,1,5,OLT_Failure,Hardware
61.6,2.7,8.3,-27.3,16,1,42.6,0,4,Healthy,None
119.6,12.8,14.8,-28.5,25,1,87.7,1,3,Congestion,Software
0.0,100.0,15.6,-39.4,49,0,56.3,0,7,Fiber_Cut,Hardware
75.7,4.6,19.9,-20.6,10,1,67.2,0,4,Healthy,None
0.0,100.0,12.6,-39.8,27,0,52.0,1,5,Fiber_Cut,Hardware
101.1,13.8,5.4,-21.4,42,1,69.3,0,5,Congestion,Software
33.4,1.5,15.6,-23.0,45,1,69.9,0,3,Healthy,None
47.8,1.3,6.4,-20.8,49,1,77.2,0,4,Healthy,None
57.1,4.1,9.8,-26.6,44,1,62.9,0,3,Healthy,None
79.9,5.0,16.8,-32.1,85,1,51.9,1,4,OLT_Failure,Hardware
150.0,5.9,6.5,-27.6,24,1,41.7,1,2,Transport_Failure_MPLS,Software
119.2,8.5,6.0,-22.7,33,0,73.3,0,7,Congestion,Software
79.2,2.6,15.9,-24.9,25,1,65.8,0,7,Healthy,None
150.0,6.3,17.3,-29.8,43,0,63.8,1,4,Transport_Failure_MPLS,Software
134.1,9.3,16.0,-22.4,11,0,59.6,1,5,Congestion,Software
117.3,7.3,7.7,-26.5,48,1,77.5,1,2,Transport_Failure_MPLS,Software
79.7,8.4,16.4,-27.3,17,1,66.1,1,4,Congestion,Software
