Latency_ms,Packet_Loss_pct,Jitter_ms,Optical_RX_dBm,CRC_Errors,Interface_Status,CPU_Usage_pct,SNMP_Timeout,Hop_Count,Fault_Label,Fault_Category
75.3,5.3,0.4,-18.9,2,1,29.5,0,9,Transport_Failure_MPLS,Software
18.8,0.4,0.6,-25.9,110,0,11.4,1,7,OLT_Failure,Hardware
999.0,100.0,1.3,-38.3,4,0,39.7,0,2,Fiber_Cut,Hardware
137.6,6.3,0.2,-21.0,0,0,29.7,1,7,Transport_Failure_MPLS,Software
236.0,15.3,0.5,-17.1,3,0,52.1,1,8,Congestion,Software
12.1,0.1,1.5,-21.6,0,1,19.3,0,8,Healthy,
9.1,0.5,0.4,-16.8,0,1,20.0,0,3,Healthy,
295.5,8.8,3.0,-16.8,1,1,45.6,1,5,Congestion,Software
118.3,4.4,1.8,-20.2,2,0,34.1,1,5,Transport_Failure_MPLS,Software
13.0,0.4,2.6,-21.9,4,1,21.0,0,9,Healthy,
26.5,0.3,2.0,-15.1,3,1,25.2,0,3,Healthy,
173.5,13.9,0.5,-15.2,4,1,54.4,0,8,Congestion,Software
3.9,0.1,0.4,-16.2,2,1,22.7,0,2,Healthy,
294.7,14.0,0.7,-17.2,2,0,53.3,1,9,Congestion,Software
82.1,6.2,1.1,-16.6,3,1,11.1,1,7,Transport_Failure_MPLS,Software
18.8,0.1,0.9,-19.2,3,1,19.3,0,7,Healthy,
72.8,10.3,2.6,-20.0,3,0,22.7,1,2,Transport_Failure_MPLS,Software
264.9,7.2,0.6,-15.2,3,1,61.2,1,6,Congestion,Software
999.0,100.0,0.8,-36.0,1,0,15.8,0,8,Fiber_Cut,Hardware
9.8,0.5,2.7,-17.4,4,1,26.4,0,5,Healthy,
3.2,0.4,0.3,-16.5,1,1,35.6,0,7,Healthy,
4.2,0.4,2.5,-19.5,3,1,38.6,0,5,Healthy,
29.7,0.4,1.5,-17.6,2,1,34.0,0,4,Healthy,
999.0,100.0,2.8,-35.6,4,0,23.6,0,5,Fiber_Cut,Hardware
13.4,0.4,2.1,-16.1,4,1,13.6,0,9,Healthy,
26.9,0.2,2.6,-16.4,2,1,16.8,0,4,Healthy,
23.6,0.0,2.9,-20.2,4,1,29.1,0,5,Healthy,
163.7,6.0,0.9,-19.0,2,1,47.5,1,9,Congestion,Software
26.3,0.2,1.3,-18.6,2,1,18.6,0,3,Healthy,
19.2,0.1,2.7,-20.4,0,1,16.8,0,9,Healthy,
25.5,2.0,0.8,-16.3,2,1,24.2,1,4,Transport_Failure_MPLS,Software
37.8,2.5,1.4,-15.9,2,0,17.7,1,5,Transport_Failure_MPLS,Software
13.0,0.1,0.1,-15.4,1,1,24.5,0,5,Healthy,None
29.5,1.5,0.7,-18.2,1,0,28.0,1,2,Transport_Failure_MPLS,Software
11.2,0.2,1.2,-20.6,1,1,16.0,0,2,Healthy,None
11.9,0.2,1.3,-20.5,2,1,25.0,0,2,Healthy,None
12.8,0.1,0.7,-18.2,1,1,26.1,0,4,Healthy,None
2.1,0.0,0.1,-20.8,8,1,14.5,1,5,OLT_Failure,Hardware
24.7,1.8,1.3,-16.4,2,0,29.5,0,3,Transport_Failure_MPLS,Software
41.1,2.8,0.6,-19.4,2,1,30.9,0,2,Transport_Failure_MPLS,Software
2.1,0.2,0.9,-17.1,1,1,12.8,0,4,Healthy,None
7.0,0.2,1.2,-15.2,1,1,27.3,0,2,Healthy,None
36.6,2.6,1.0,-19.2,0,1,20.5,1,3,Transport_Failure_MPLS,Software
4.7,0.0,0.7,-17.7,0,1,15.3,0,5,Healthy,None
0.0,100.0,0.2,-37.2,1,0,22.7,1,3,Fiber_Cut,Hardware
22.6,1.6,1.1,-15.4,0,0,16.9,0,2,Transport_Failure_MPLS,Software
33.9,3.2,1.4,-16.4,0,0,23.1,1,2,Congestion,Software
20.1,1.7,0.2,-16.5,0,0,36.2,0,4,Congestion,Software
20.4,2.7,1.3,-15.1,0,1,25.1,0,5,Congestion,Software
14.4,0.2,1.1,-20.5,2,1,28.2,0,3,Healthy,None
7.7,0.2,0.1,-23.2,7,1,21.3,0,5,OLT_Failure,Hardware
11.3,0.1,0.5,-19.7,5,0,10.6,1,4,OLT_Failure,Hardware
5.3,0.1,0.3,-22.0,6,0,28.3,0,4,OLT_Failure,Hardware
35.2,2.7,0.9,-16.8,2,0,27.2,1,3,Congestion,Software
35.4,1.6,0.1,-15.1,1,0,11.9,0,2,Transport_Failure_MPLS,Software
37.0,1.2,1.2,-19.3,1,1,24.0,0,4,Transport_Failure_MPLS,Software
4.7,0.2,0.7,-19.4,0,1,20.9,0,2,Healthy,None
6.3,0.0,1.2,-20.5,2,1,25.4,0,2,Healthy,None
4.8,0.1,1.2,-19.2,10,1,21.6,0,4,OLT_Failure,Hardware
7.1,0.1,1.5,-16.3,0,1,10.7,0,4,Healthy,None
22.3,1.2,1.4,-18.4,2,1,33.9,0,2,Transport_Failure_MPLS,Software
20.9,1.0,0.5,-15.6,2,1,29.5,1,2,Congestion,Software
11.6,0.2,1.0,-16.6,1,1,32.2,0,5,Healthy,None
0.0,100.0,0.9,-39.4,0,0,33.9,0,2,Fiber_Cut,Hardware
33.1,2.6,0.6,-20.8,0,1,22.9,1,3,Transport_Failure_MPLS,Software
8.3,0.2,0.7,-19.2,0,1,26.8,0,5,Healthy,None
8.9,0.1,1.1,-22.8,12,0,20.7,1,3,OLT_Failure,Hardware
14.5,0.1,1.4,-20.6,0,1,10.6,0,5,Healthy,None
10.8,0.0,0.6,-21.7,0,1,11.2,0,4,Healthy,None
8.4,0.1,1.2,-23.0,6,0,20.7,0,5,OLT_Failure,Hardware
0.0,100.0,1.1,-38.7,0,0,19.4,0,4,Fiber_Cut,Hardware
10.1,0.2,1.1,-19.9,2,1,28.7,0,5,Healthy,None
26.0,2.4,1.2,-17.7,1,1,49.8,1,2,Congestion,Software
30.5,3.1,0.1,-15.1,0,1,25.4,1,4,Transport_Failure_MPLS,Software
26.3,2.9,0.2,-17.1,2,0,17.2,0,4,Transport_Failure_MPLS,Software
9.9,0.0,1.3,-15.1,1,1,30.1,0,4,Healthy,None
0.0,100.0,1.1,-36.9,2,0,13.8,0,4,Fiber_Cut,Hardware
4.3,0.1,0.9,-18.8,0,1,27.4,0,5,Healthy,None
12.8,0.0,1.3,-21.1,15,1,25.5,0,2,OLT_Failure,Hardware
27.5,2.2,0.8,-16.0,1,1,26.9,0,5,Transport_Failure_MPLS,Software
14.1,0.1,0.9,-19.5,0,1,18.3,0,5,Healthy,None
25.5,2.8,0.6,-18.8,0,1,14.9,0,4,Transport_Failure_MPLS,Software
13.8,0.0,0.6,-18.4,2,1,18.4,0,5,Healthy,None
0.0,100.0,1.3,-35.6,1,0,28.7,1,2,Fiber_Cut,Hardware
34.7,1.4,0.1,-17.7,0,1,32.9,0,2,Transport_Failure_MPLS,Software
28.4,1.8,0.6,-17.9,0,1,20.7,1,4,Transport_Failure_MPLS,Software
0.0,100.0,0.6,-39.9,0,0,17.9,1,3,Fiber_Cut,Hardware
10.8,0.0,1.0,-16.6,0,1,12.0,0,4,Healthy,None
26.9,2.5,1.4,-15.1,2,1,33.7,1,5,Transport_Failure_MPLS,Software
35.9,2.5,0.4,-17.7,1,0,43.7,1,4,Congestion,Software
14.4,0.0,1.4,-19.0,2,1,27.7,0,4,Healthy,None
0.0,100.0,0.6,-39.0,0,0,27.6,1,5,Fiber_Cut,Hardware
0.0,100.0,0.0,-38.8,2,0,12.8,1,2,Fiber_Cut,Hardware
7.7,0.0,0.5,-18.0,0,1,21.4,0,5,Healthy,None
5.2,0.1,1.5,-16.0,2,1,27.9,0,2,Healthy,None
4.9,0.0,0.4,-18.0,0,1,21.6,0,3,Healthy,None
4.0,0.1,0.3,-15.0,0,1,23.8,0,2,Healthy,None
6.6,0.1,1.4,-21.7,8,0,12.9,1,5,OLT_Failure,Hardware
21.3,3.0,0.3,-19.4,2,1,19.2,1,2,Transport_Failure_MPLS,Software
9.6,0.2,0.4,-18.6,1,1,27.1,0,5,Healthy,None
10.4,0.1,0.6,-16.1,2,1,11.8,0,3,Healthy,None
9.8,0.1,0.6,-22.6,10,0,23.7,1,3,OLT_Failure,Hardware
0.0,100.0,0.0,-36.3,0,0,15.4,0,5,Fiber_Cut,Hardware
0.0,100.0,1.2,-36.9,2,0,25.7,1,3,Fiber_Cut,Hardware
0.0,100.0,0.8,-35.2,2,0,13.8,0,4,Fiber_Cut,Hardware
6.0,0.0,1.5,-15.8,1,1,25.3,0,3,Healthy,None
35.5,3.1,0.8,-21.8,1,1,30.2,0,4,Transport_Failure_MPLS,Software
12.6,0.2,1.4,-20.7,0,1,32.9,0,5,Healthy,None
11.4,0.0,1.5,-20.6,0,1,14.1,0,4,Healthy,None
14.5,0.2,0.7,-21.0,11,0,19.6,1,4,OLT_Failure,Hardware
34.7,1.6,0.3,-19.5,1,1,29.0,1,4,Transport_Failure_MPLS,Software
10.1,0.1,0.4,-18.2,1,1,29.2,0,5,Healthy,None
0.0,100.0,1.3,-36.2,1,0,12.6,1,4,Fiber_Cut,Hardware
6.5,0.1,1.0,-21.4,2,1,20.8,0,4,Healthy,None
7.7,0.1,0.4,-15.4,1,1,21.7,0,4,Healthy,None
13.7,0.0,1.0,-25.8,9,0,26.6,1,2,OLT_Failure,Hardware
38.0,1.2,0.4,-18.9,1,1,12.2,1,5,Transport_Failure_MPLS,Software
6.6,0.0,0.3,-24.6,7,0,12.1,1,5,OLT_Failure,Hardware
10.0,0.2,0.4,-15.2,1,1,13.3,0,4,Healthy,None
3.1,0.2,0.1,-17.0,2,1,14.9,0,2,Healthy,None
24.0,2.5,0.8,-20.9,1,1,28.8,1,2,Transport_Failure_MPLS,Software
12.8,0.2,1.3,-18.2,2,1,32.9,0,2,Healthy,None
13.2,0.2,0.4,-20.5,7,1,29.5,0,2,OLT_Failure,Hardware
8.9,0.0,1.4,-18.8,0,1,11.0,0,5,Healthy,None
13.5,0.0,1.3,-20.7,0,1,24.3,0,4,Healthy,None
39.4,1.4,0.4,-17.1,1,0,24.7,1,3,Transport_Failure_MPLS,Software
13.3,0.0,1.1,-19.3,0,1,29.4,0,3,Healthy,None
13.2,0.2,0.4,-20.8,2,1,27.9,0,2,Healthy,None
9.0,0.1,1.2,-21.2,2,1,24.8,0,5,Healthy,None
29.0,2.7,0.5,-19.4,0,0,24.2,1,2,Transport_Failure_MPLS,Software
0.0,100.0,0.5,-37.2,0,0,29.9,1,2,Fiber_Cut,Hardware
34.4,2.5,0.9,-20.2,0,0,16.6,1,2,Transport_Failure_MPLS,Software
9.2,0.1,0.2,-21.8,0,1,20.2,0,5,Healthy,None
25.5,1.3,0.2,-17.4,2,1,50.8,1,4,Congestion,Software
25.6,1.2,0.7,-19.4,0,1,30.8,0,4,Transport_Failure_MPLS,Software
19.2,2.2,0.8,-17.3,0,1,26.0,1,4,Transport_Failure_MPLS,Software
9.5,0.1,0.5,-17.3,0,1,18.8,0,3,Healthy,None
0.0,100.0,1.1,-36.1,2,0,21.0,1,4,Fiber_Cut,Hardware
0.0,100.0,0.1,-40.0,2,0,13.7,1,3,Fiber_Cut,Hardware
6.6,0.1,1.3,-17.5,2,1,31.0,0,4,Healthy,None
0.0,100.0,0.7,-35.4,1,0,30.9,1,2,Fiber_Cut,Hardware
28.7,1.4,1.1,-20.7,0,1,44.8,1,4,Congestion,Software
2.6,0.2,1.4,-19.9,1,1,17.1,0,4,Healthy,None
9.5,0.1,0.6,-21.3,1,1,16.3,0,5,Healthy,None
28.1,2.5,0.4,-19.3,0,0,27.5,0,3,Congestion,Software
29.3,1.9,1.0,-17.4,0,1,31.4,0,2,Transport_Failure_MPLS,Software
1.1,0.2,1.3,-16.0,1,1,20.5,0,2,Healthy,None
7.5,0.2,0.4,-25.0,13,1,30.6,0,2,OLT_Failure,Hardware
1.3,0.1,1.0,-16.0,1,1,26.0,0,5,Healthy,None
2.9,0.2,0.3,-20.9,2,1,30.9,0,3,Healthy,None
36.2,2.1,0.5,-20.7,1,1,12.7,0,5,Transport_Failure_MPLS,Software
3.4,0.1,1.4,-15.2,0,1,17.4,0,5,Healthy,None
13.0,0.1,0.2,-21.3,7,0,24.4,0,4,OLT_Failure,Hardware
26.8,1.2,1.0,-21.6,0,1,33.8,0,3,Congestion,Software
32.1,1.5,0.3,-15.7,2,0,27.3,0,4,Transport_Failure_MPLS,Software
13.6,0.1,0.8,-18.3,2,1,33.7,0,5,Healthy,None
26.6,3.4,0.9,-17.2,0,1,26.9,1,3,Congestion,Software
27.6,2.0,0.8,-16.6,1,0,29.8,0,5,Transport_Failure_MPLS,Software
20.7,2.7,1.0,-21.1,0,1,28.8,0,3,Congestion,Software
30.4,4.1,0.2,-21.8,2,1,43.3,1,5,Congestion,Software
8.1,0.0,0.9,-25.5,9,0,25.4,1,4,OLT_Failure,Hardware
0.0,100.0,0.8,-40.0,1,0,22.1,1,5,Fiber_Cut,Hardware
25.2,1.7,0.4,-16.1,1,1,41.6,0,3,Congestion,Software
27.8,2.5,0.4,-17.6,1,1,14.5,0,4,Transport_Failure_MPLS,Software
14.3,0.0,0.5,-17.5,0,1,12.3,0,2,Healthy,None
7.4,0.2,1.4,-23.4,7,1,34.6,1,3,OLT_Failure,Hardware
13.4,0.0,1.4,-18.8,2,1,16.2,0,3,Healthy,None
1.6,0.0,0.6,-21.7,9,0,24.4,1,2,OLT_Failure,Hardware
28.6,2.4,0.9,-21.9,2,0,40.0,0,3,Congestion,Software
14.0,0.0,0.8,-15.9,1,1,20.4,0,5,Healthy,None
9.5,0.2,0.5,-25.6,14,0,33.0,1,2,OLT_Failure,Hardware
10.8,0.2,1.1,-24.4,11,0,17.7,1,2,OLT_Failure,Hardware
8.3,0.2,1.0,-19.5,6,1,11.7,1,2,OLT_Failure,Hardware
9.6,0.2,1.4,-23.2,6,0,13.0,0,2,OLT_Failure,Hardware
6.8,0.1,0.1,-23.9,11,0,12.1,0,2,OLT_Failure,Hardware
8.3,0.2,0.8,-23.1,11,0,34.2,1,4,OLT_Failure,Hardware
0.0,100.0,0.7,-37.3,2,0,28.4,1,3,Fiber_Cut,Hardware
0.0,100.0,1.1,-35.8,0,0,31.9,0,2,Fiber_Cut,Hardware
12.1,0.0,1.2,-20.2,0,1,25.0,0,5,Healthy,None
31.8,2.3,0.9,-21.8,2,0,10.5,0,3,Transport_Failure_MPLS,Software
0.0,100.0,0.1,-36.6,0,0,20.3,1,3,Fiber_Cut,Hardware
0.0,100.0,1.2,-37.8,1,0,18.7,0,3,Fiber_Cut,Hardware
0.0,100.0,0.4,-39.7,1,0,24.0,1,3,Fiber_Cut,Hardware
5.9,0.2,0.9,-21.4,6,0,18.3,1,3,OLT_Failure,Hardware
31.8,2.1,1.3,-18.2,2,1,49.3,0,5,Congestion,Software
11.5,0.2,1.5,-16.6,2,1,19.7,0,4,Healthy,None
29.0,1.6,1.4,-16.9,2,1,44.7,1,3,Congestion,Software
1.6,0.2,0.2,-25.1,13,0,17.4,1,5,OLT_Failure,Hardware
24.2,2.7,1.1,-16.0,2,0,28.7,1,2,Transport_Failure_MPLS,Software
4.1,0.1,0.8,-20.5,14,0,20.3,1,3,OLT_Failure,Hardware
12.0,0.0,0.8,-18.9,2,1,30.7,0,5,Healthy,None
26.4,1.6,0.3,-20.2,1,0,16.0,1,2,Transport_Failure_MPLS,Software
0.0,100.0,1.3,-35.5,1,0,31.9,1,3,Fiber_Cut,Hardware
4.9,0.1,0.3,-15.9,1,1,25.6,0,3,Healthy,None
44.3,2.6,1.1,-20.9,1,1,25.4,1,5,Transport_Failure_MPLS,Software
11.6,0.0,1.1,-19.8,1,1,26.1,0,2,Healthy,None
0.0,100.0,0.9,-38.1,2,0,10.9,1,2,Fiber_Cut,Hardware
29.5,3.0,0.8,-15.1,2,0,14.7,1,2,Transport_Failure_MPLS,Software
3.1,0.2,0.4,-17.6,0,1,31.1,0,2,Healthy,None
8.7,0.0,1.3,-25.0,10,1,33.9,0,5,OLT_Failure,Hardware
14.1,0.1,0.7,-21.8,14,1,28.9,0,5,OLT_Failure,Hardware
0.0,100.0,0.6,-39.7,1,0,29.0,1,4,Fiber_Cut,Hardware
9.0,0.2,1.0,-15.9,1,1,20.3,0,5,Healthy,None
0.0,100.0,0.6,-37.0,0,0,16.2,1,2,Fiber_Cut,Hardware
35.9,1.2,0.5,-15.2,2,1,22.6,1,2,Transport_Failure_MPLS,Software
0.0,100.0,0.9,-38.0,1,0,31.4,0,2,Fiber_Cut,Hardware
19.6,4.0,0.5,-15.7,1,1,43.4,1,3,Congestion,Software
25.8,4.0,1.4,-21.5,2,1,45.9,1,5,Congestion,Software
4.2,0.1,0.9,-17.0,1,1,19.8,0,4,Healthy,None
28.0,3.6,0.9,-15.4,1,0,34.5,1,2,Congestion,Software
36.2,2.7,1.3,-17.4,1,1,19.9,0,2,Transport_Failure_MPLS,Software
10.3,0.0,0.7,-19.4,8,0,11.8,1,3,OLT_Failure,Hardware
32.7,2.5,1.2,-20.2,0,1,32.3,1,2,Transport_Failure_MPLS,Software
5.2,0.2,1.0,-26.6,15,1,16.8,1,3,OLT_Failure,Hardware
3.3,0.0,0.3,-15.2,2,1,23.5,0,5,Healthy,None
23.0,1.4,0.5,-18.0,2,1,40.6,1,4,Congestion,Software
0.0,100.0,0.9,-38.6,0,0,12.8,0,3,Fiber_Cut,Hardware
25.7,3.0,0.5,-16.1,0,0,25.8,1,2,Transport_Failure_MPLS,Software
30.1,2.0,1.3,-19.9,1,1,46.9,1,5,Congestion,Software
0.0,100.0,0.3,-38.8,0,0,31.9,0,4,Fiber_Cut,Hardware
11.6,0.2,1.4,-15.4,0,1,16.0,0,5,Healthy,None
6.2,0.1,0.6,-19.3,0,1,33.7,0,3,Healthy,None
20.3,3.0,0.2,-17.5,1,1,11.4,1,4,Transport_Failure_MPLS,Software
9.1,0.0,1.0,-17.0,2,1,14.8,0,3,Healthy,None
0.0,100.0,0.7,-35.9,1,0,12.5,1,2,Fiber_Cut,Hardware
7.9,0.0,0.4,-18.5,2,1,24.8,0,3,Healthy,None
30.7,3.8,0.9,-17.2,1,1,48.4,1,4,Congestion,Software
23.1,1.2,1.0,-16.8,2,1,15.4,1,2,Transport_Failure_MPLS,Software
14.1,0.1,0.6,-20.7,2,1,18.7,0,4,Healthy,None
0.0,100.0,0.6,-39.9,0,0,20.9,1,4,Fiber_Cut,Hardware
36.2,2.4,1.3,-15.4,2,1,25.8,1,2,Transport_Failure_MPLS,Software
0.0,100.0,1.4,-35.1,1,0,28.1,1,5,Fiber_Cut,Hardware
8.1,0.2,0.2,-21.6,2,1,14.2,0,2,Healthy,None
21.0,3.2,0.7,-21.6,1,1,39.1,1,4,Congestion,Software
5.8,0.0,1.4,-18.9,0,1,30.7,0,5,Healthy,None
14.0,0.1,1.5,-21.5,2,1,21.5,0,5,Healthy,None
5.0,0.1,1.3,-26.0,10,0,15.1,1,2,OLT_Failure,Hardware
28.4,1.5,1.3,-19.7,1,1,42.8,1,5,Congestion,Software
28.5,1.5,1.0,-21.8,2,1,33.6,0,5,Congestion,Software
34.6,3.6,1.4,-20.1,1,1,45.5,0,5,Congestion,Software
7.9,0.2,1.0,-15.4,2,1,25.6,0,5,Healthy,None
0.0,100.0,0.6,-36.7,1,0,20.6,0,2,Fiber_Cut,Hardware
1.4,0.1,0.0,-23.9,7,1,21.4,1,2,OLT_Failure,Hardware
17.1,2.5,0.0,-15.3,0,1,30.9,1,4,Congestion,Software
8.1,0.1,0.2,-19.3,1,1,10.6,0,2,Healthy,None
3.8,0.1,0.5,-25.4,12,0,30.3,1,5,OLT_Failure,Hardware
7.7,0.1,1.2,-20.7,0,1,30.2,0,2,Healthy,None
5.2,0.1,0.5,-19.8,2,1,27.9,0,5,Healthy,None
31.3,2.8,1.4,-20.8,2,1,25.2,1,5,Transport_Failure_MPLS,Software
8.4,0.0,0.7,-17.1,2,1,29.6,0,5,Healthy,None
2.6,0.1,0.1,-21.6,1,1,11.6,0,5,Healthy,None
1.5,0.0,0.2,-20.6,2,1,15.5,0,2,Healthy,None
0.0,100.0,1.0,-38.7,0,0,25.2,1,2,Fiber_Cut,Hardware
5.3,0.0,1.1,-21.3,1,1,12.5,0,4,Healthy,None
36.7,1.3,0.1,-16.9,1,1,22.0,1,5,Transport_Failure_MPLS,Software
24.0,2.9,1.3,-16.3,0,1,29.2,0,4,Congestion,Software
0.0,100.0,1.4,-39.3,0,0,18.3,0,3,Fiber_Cut,Hardware
14.0,0.0,0.6,-19.0,1,1,18.0,0,3,Healthy,None
11.9,0.0,0.0,-20.8,0,1,33.0,0,4,Healthy,None
13.3,0.2,1.5,-17.3,2,1,17.4,0,4,Healthy,None
0.0,100.0,0.8,-37.1,0,0,25.0,1,3,Fiber_Cut,Hardware
15.9,1.0,0.7,-15.7,2,1,49.9,0,5,Congestion,Software
16.2,4.1,0.6,-20.2,1,0,50.7,1,2,Congestion,Software
0.0,100.0,1.0,-39.1,0,0,24.0,1,4,Fiber_Cut,Hardware
8.3,0.1,0.8,-17.9,2,1,28.2,0,3,Healthy,None
6.5,0.1,0.0,-18.8,0,1,15.3,0,2,Healthy,None
0.0,100.0,0.4,-35.7,0,0,30.9,0,2,Fiber_Cut,Hardware
9.1,0.1,1.0,-19.0,2,1,11.4,0,2,Healthy,None
4.9,0.1,0.6,-19.1,1,1,23.1,0,3,Healthy,None
14.8,3.3,0.3,-21.0,0,0,29.8,0,3,Congestion,Software
10.2,0.2,0.7,-16.1,2,1,14.7,0,3,Healthy,None
9.6,0.1,1.4,-20.9,0,1,12.2,0,4,Healthy,None
7.8,0.1,0.8,-21.8,1,1,20.7,0,5,Healthy,None
10.0,0.0,1.3,-18.7,2,1,11.9,0,3,Healthy,None
13.2,0.0,1.0,-19.9,0,1,24.6,0,2,Healthy,None
0.0,100.0,0.4,-37.2,0,0,32.9,1,3,Fiber_Cut,Hardware
10.1,0.1,0.2,-20.2,2,1,11.6,0,2,Healthy,None
5.4,0.1,0.6,-20.7,10,0,10.4,1,2,OLT_Failure,Hardware
32.3,3.0,1.5,-20.5,0,1,39.7,1,5,Congestion,Software
